time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match,date,link
89," Konate brings down Kessie with a loose challenge. However, the visitors clear the resulting free-kick from Bennacer with ease. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
87," OVER! Phillips bundles Hernandez over down the left flank and Milan are awarded a free-kick. Bennacer clips a delivery to the near post for Kessie to attack, but he heads his effort over the top. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
86," SAVE! Kessie is played through on goal by Saelemaekers and only has Alisson to beat. The Ivorian attempts to clip his effort over the Liverpool keeper, but the Brazil international spreads himself to make the stop. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
84, Kessie angles a cross into the box from the right flank for Ibrahimovic to attack. The forward attempts an ambitious overhead kick that travels just wide of the right post. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
83, Bakayoko enters the action to replace Krunic in the Milan midfield. ,substitution,"[' T. Bakayoko ', ' R. Krunic ']",Milan,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
82," BLOCK! Ibrahimovic takes on the strike from 25 yards, but he fails to clear the Liverpool wall with his strike. The Swede has not been on form tonight. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
81," Keita brings down Saelemaekers on the charge, handing Milan a free-kick in a threatening position. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
80, Origi has been excellent tonight. Klopp gives him a deserved rest as Fabinho enters the action. ,substitution,"[' Fabinho ', ' D. Origi ']",Liverpool,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
77," Hernandez makes a charge down the left flank and he finds space to dig out a cross, but it sails straight into the hands of Alisson at his near post. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
75," Minamino works the ball to Williams to strike, but his effort is charged down into the hands of Maignan by Romagnoli. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
73," From Liverpool's perspective, Klopp will be delighted with his team. They've been clinical tonight despite making eight changes. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
71, Milan have had the fight knocked out of them by the Reds. The Rossoneri have not been good enough tonight. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
69," CHANCE! Origi causes problems in the final third once more as he attacks a cross from Williams from the right flank, only to nod his effort just wide of the right post. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
68," Origi has scored his first goal in 15 Champions League appearances since scoring in the 2019 final against Spurs, while he has scored in back-to-back appearances in a single season in all competitions for the first time since May 2019 ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
66," INCHES WIDE! Origi comes close to notching a second as Keita picks out the Belgian on the edge of the box. He strikes low and hard towards the bottom-right corner, but the ball travels just wide of the target. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
64, Mane is withdrawn by Klopp after a solid shift. Gomez replaces the forward to shore up the defence. ,substitution,"[' J. Gomez ', ' S. Mane ']",Liverpool,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
64, Pioli withdraws Kalulu down the right flank as Florenzi enters the action. ,substitution,"[' A. Florenzi ', ' P. Kalulu ']",Milan,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
64, Salah's evening is done after adding another goal to his tally for the season. Keita replaces the forward. ,substitution,"[' N. Keita ', ' Mohamed Salah ']",Liverpool,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
62," Minamino sends Salah down the right-inside channel and he goes for the blast, but Romagnoli deflects his effort behind for a corner. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
61," OVER! Messias surges forward down the right flank before rolling an offload to Krunic to strike on the edge of the box. The midfielder blasts his effort first-time, only to lift his attempt over the bar. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
59, Saelemaekers replaces Tonali to add an extra dimension in the final third. ,substitution,"[' A. Saelemaekers ', ' S. Tonali ']",Milan,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
59, Bennacer enters the action to replace Diaz in the Milan midfield. ,substitution,"[' I. Bennacer ', ' Brahim Diaz ']",Milan,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
58," Milan have got to go for it now. Atletico are leading Porto in their clash, meaning that only a victory will do for the Rossoneri, who could be heading out of Europe altogether tonight. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
55," GOAL!!!!! ORIGI HEADS HOME!!! IT'S 2-1 TO LIVERPOOL!!! The Reds deal a massive blow to Milan's last-16 hopes as Origi heads in on the rebound. Tomori loses possession on the edge of his own box to Mane, who surges into the box before firing at goal. Maignan makes a fine reaction save, but the ball loops towards Origi. The Belgian directs his header away from the Milan keeper into the top-right corner. ",goal,"[' D. Origi ', ' Goal ']",Liverpool,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
53," SAVE! Salah turns on his left foot to strike at goal from the edge of the box after being teed up by Origi. However, his effort is tame and straight at Maignan. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
50," Kessie latches on to a throughball from Hernandez in the left-inside channel and he goes down under pressure from Tsimikas, but the referee waves away Milan's appeal for a penalty. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
48," OVER! Tsimikas rolls the ball to Minamino to line up a strike from 20 yards, but he drills his effort over the top. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
47, Messias collects in space on the right flank and angles a cross into the box for Krunic. Phillips is well placed in the middle to head away. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
46, We're back under way at San Siro. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," Milan played the game to perfection by sitting back before taking the lead through Tomori. However, a lapse by Mike Maignan allowed Salah to equalise, which means that the hosts will have to do the hard work all over again. It is still goalless between Porto and Atletico, giving Stefano Pioli and his team all the encouragement they need to force a victory. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," It's all square at the break in the Champions League Group B clash between Milan and Liverpool at San Siro. Fikayo Tomori put the home side ahead with a close-range finish on the rebound, but Mohamed Salah responded for the Merseysiders to level the scores. As it stands, the Rossoneri are heading out of the tournament unless they can put the visitors to the sword in the second half. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
45 + 2, HALF-TIME: MILAN 1-1 LIVERPOOL ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
45 + 2," Origi cuts in from the left flank and lines up an ambitious blast at goal, but he sends his effort harmlessly over the top. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
45, There will be two minutes of added time. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
45," Hernandez launches a ball over the top for Krunic to chase, but the midfielder loses control of it off his chest amid pressure from Konate. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
42, Salah is the first player to score 20+ goals in five consecutive seasons for Liverpool in all competitions since Ian Rush from 1981-82 to 1986-87 (six in a row). ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
40, Milan cannot afford to keep allowing Liverpool to strike from distance. Mane and Salah are beginning to turn the screw in the final third. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
38," OFFSIDE! Origi sends Mane away down the left-inside channel. He fires at goal from a tight angle, but Kalulu deflects his effort into the side-netting. It would not have counted anyway as the flag goes up late against the forward. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
36, GOALLLLLLLLLLLLLLLLLLL!!!!! SALAH SCORES ON THE REBOUND!!!! 1-1!!!! Liverpool are level as Salah responds for the visitors. Oxlade-Chamberlain is afforded space and time on the edge of the Milan box once more. He drills a low strike on his left foot that Maignan parries into the path of Salah. The forward buries his effort high into the net to notch the equaliser. ,goal,"[' Mohamed Salah ', ' Goal ']",Liverpool,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
34," OVER! Liverpool work the ball around the final third before Oxlade-Chamberlain lines up a blast from the edge of the box. It strikes Tomori and travels over the bar, but the Reds are on the charge. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
32," SAVE! Origi twists and turns inside the Milan box and finds space for a left-footed strike. He fires hard towards the target, but his effort is straight at Maignan. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
31," Tomori is only the third English player to score a Champions League goal against an English opponent while playing for a non-English side, after Patrick Roberts for Celtic v Manchester City in 2016 and Jude Bellingham for Borussia Dortmund against City in 2021. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
30," What a huge goal that is for Milan. As it stands, they're heading through to the last 16 of the Champions League. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
28, GOALLLLLLL!!!! TOMORI POUNCES! 1-0 MILAN! The Rossoneri take the lead as Tomori capitalises on a rebound to fire home from close range. Romagnoli attacks a cross from Diaz from the right flank and steers a strike towards the near post. Alisson makes the reaction stop but palms the ball into the middle of the six-yard box. Tomori is alert and strikes his effort into the empty net. ,goal,"[' F. Tomori ', ' Goal ']",Milan,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
28," Milan have space on the counter and Tonali slides an offload towards Ibrahimovic. The Swede opts against the first-time strike and is closed down by Phillips, although the hosts win a corner. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
27," Liverpool press down the left flank and win a corner that Tsimikas lifts into the box. Origi attacks the cross, but it falls to Konate to strike. However, the defender sees his effort charged down by Kalulu. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
24," Mane fends off Kalulu and sends Salah down the right-inside channel, but Tomori gets across to block his attempted cross out for a corner. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
22, Milan are sitting back and seem content to hit the Reds on the counter. They used a similar approach against Atletico to great effect. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
20," OVER! Konate attacks the resulting corner from Oxlade-Chamberlain from the right flank, but he plants his header comfortably over the bar. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
19," BLOCK! Williams offloads to his left for Oxlade-Chamberlain in space, but the midfielder sees his blast from 20 yards charged down by Tomori. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
17, Kessie angles a ball over the top for Hernandez to chase down the left flank. Phillips reads the danger and slides to clear into touch. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
16," Mane breaks down the left flank into space and goes for a cutback towards the run of Origi, but his cross is cleared by Tomori. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
14," Tsimikas has space down the left flank to angle a cross into the box, but he slices his effort out for a goal kick. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
12, Romagnoli slides in on Origi and comes off worst in the challenge. He requires treatment before the game can resume. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
10," It has been an open start to the game. Liverpool are keen to play their football, despite the changes made by Klopp. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
8," Tomori rises highest in the box to attack a cross from Messias from the left flank, but he loops his header into the hands of Alisson. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
7, Williams catches Krunic with a lunge and hands Milan a free-kick in a useful position. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
6," Messias tries to get the better of Tsimikas down the right flank, but the defender holds his ground to fend off his run. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
4," Williams gets forward from the back to latch on to an offload from Salah, but his low drive from 20 yards is saved with ease by Maignan. ",,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
3, Liverpool are dominating possession in the early stages of the game and are forcing the Rossoneri back towards their own goal. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
1, We're under way at San Siro. ,,,,timer,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," This will be the fourth meeting between AC Milan and Liverpool, with all four coming in the Champions League. Both teams have won one game apiece in the previous three, while their draw came in the 2005 final which Liverpool went on to win on penalties. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," Liverpool have made eight changes to their side from their win over Wolves. Only Salah, Mane and Alisson retain their places as Klopp takes the opportunity to rest the majority of his key men. Williams, Konate, Phillips and Tsimikas start in the back four, while Oxlade-Chamberlain, Morton and Minamino slot into the midfield. Origi joins Salah and Mane in the final third after scoring the decisive goal against Wolves at the weekend. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," Milan have made five changes to their side from their win over Salernitana last time out. Ibrahimovic leads the line in the final third in place of Pietro Pellegri, while Messias and Krunic also get the nod ahead of Rafael Leao and Saelemaekers. Tonali returns to the middle of the park and Kalulu starts at right-back. Florenzi, Bakayoko and Saelemaekers all drop to the bench. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," LIVERPOOL SUBS: Fabinho, Naby Keita, Joe Gomez, Andy Robertson, Joel Matip, Elijah Dixon-Bonner, Caoimhin Kelleher, Trent Alexander-Arnold, James Norris, Max Woltman, Conor Bradley, Harvey Davies. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," LIVERPOOL (4-3-3): Alisson; Neco Williams, Ibrahima Konate, Nathaniel Phillips, Konstantinos Tsimikas; Alex Oxlade-Chamberlain, Tyler Morton, Takumi Minamino; Sadio Mane, Divock Origi, Mohamed Salah. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," MILAN SUBS: Ciprian Tatarusanu, Ismael Bennacer, Fode Ballo-Toure, Alessandro Florenzi, Daniel Maldini, Tiemoue Bakayoko, Matteo Gabbia, Alexis Saelemaekers, Andreas Jungdal. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," MILAN (4-2-3-1): Mike Maignan; Pierre Kalulu, Fikayo Tomori, Alessio Romagnoli, Theo Hernandez; Sandro Tonali, Franck Kessie; Junior Messias, Brahim Diaz, Rade Krunic; Zlatan Ibrahimovic. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," Liverpool are already safely through to the next round of the Champions League, but will want to advance with a 100% record. The Reds have been in dominant form against their Group B rivals and a clean sweep will send them into the last 16 with momentum. Liverpool are in impressive form, reeling off five wins on the bounce in all competitions since losing 3-2 to West Ham United at the start of November. Divock Origi's late goal against Wolves maintained their streak, and they will be looking for another victory tonight. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," Milan know that they have to beat Liverpool this evening to advance to the last 16 of the Champions League. The Rossoneri gave themselves a fighting chance by defeating Atletico Madrid on the road in their last outing in Group B courtesy of Junior Messias' late goal. Porto are in prime position to take second place in the group, but if they fail to beat Atletico tonight, Milan can edge ahead of the Portuguese side to reach the knockout phase. Stefano Pioli's men are in good form, having defeated Genoa and Salernitana in their last two matches, but it will take a strong effort to defeat Jurgen Klopp's men. ",,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
, Good evening and welcome to the live commentary of the Champions League clash between Milan and Liverpool at San Siro. ,,,,half time summary,Milan,MIL,Liverpool,LIV,1 - 2,Milan vs Liverpool,12/07/21,https://www.goal.com/en/match/milan-vs-liverpool/avxiyvs2ej0bxq741dcc2m8es
," That's all for now though, goodbye! ",,,,full time summary,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
," The result means that Atletico finish second in Group B and qualify for the next round. Porto, meanwhile, will have to make do with third place and the Europa League. ",,,,full time summary,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
," Atletico qualify for the last 16 following an action-packed 3-1 victory over Porto. The first half was a tight affair epitomising the importance of the game for both teams. The game finally opened up in the second half when Griezmann tapped in Lemar's corner. Tempers began to rise from there with both teams desperate to qualify. First, Carrasco was sent off for raising his hands at Otavio, and then the referee had to hand out multiple yellow cards to stop the protests. But it descended further when Wendell was sent off minutes later for Porto when he brushed off Cunha. Both teams clashed in the next few minutes and by the time the game was under control again, Porto were emotionally spent. Correa wrapped up the game with a well-taken one-on-one, before De Paul made it three from a scrappy counter-attack. Oliveira scored a late penalty for Porto, but Atletico barely noticed as they celebrated a huge win. ",,,,full time summary,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90 + 7, FULL TIME: PORTO 1-3 ATLETICO MADRID ,,,,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90 + 6, Oliveira gets Porto a consolation goal. 3-1. Oliveira steps up and calmly rolls a neat penalty into the bottom left corner. ,penalty_goal,"[' Sergio Oliveira ', ' Penalty Goal ']",Porto,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90 + 5," Penalty to Porto! Hermoso hacks Evanilson down while on the floor, and the referee immediately awards Porto a penalty. ",,,,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90 + 3, Five minutes of stoppage time have been added on. ,,,,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90 + 2," And De Paul makes it 3-0! De Paul shrugs off Mbemba on the counter and advances into the box before hitting a shot against Costa from close range. The rebound falls to Griezmann whose effort is blocked away by Pepe, but De Paul is there to nudge it over the line from two yards! ",goal,"[' R. De Paul ', ' Goal ']",Atletico Madrid,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90," It was Griezmann's pass that released Correa, but that was all about the attacker keeping cool and finishing past Costa. ",assist,"[' A. Griezmann ', ' Assist ']",Atletico Madrid,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
90," GOALLL! CORREA! 2-0. Atletico wrap the game up. Correa hits Porto on the counter and is clean through on goal with 40 yards to run! The attacker gets all the way into the box, before driving a composed finish beyond Costa! ",goal,"[' A. Correa ', ' Goal ']",Atletico Madrid,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
89, Atletico are clinging on right now as cross after cross comes into the box. ,,,,timer,Porto,POR,Atletico Madrid,ATM,1 - 3,Porto vs Atletico Madrid,12/07/21,https://www.goal.com/en/match/porto-vs-atletico-madrid/aw01wpz60yu5annjnzy0kfwgk
