link,match_x,stage,leg,full_time_score,comment
https://www.goal.com/en/match/salzburg-vs-lille/7smaogvff7190qtqlud3gg4d0,Salzburg vs Lille,Group Stage,1,2 - 1," Botman is shown a yellow card for the challenge that conceded the penalty. Although he was the last man, the referee must have deemed that he'd made an attempt to play the ball. { ADEYEMI! 1-0! After a significant delay, Adeyemi steps up and firmly plants his penalty towards the top left corner. Grbic gets a hand to it, but can't stop the ball from flying into the net! { Xeka is shown a yellow card after clumsily colliding with Kristensen. { Yilmaz is booked for the handball which has cost his side a penalty. { ADEYEMI AGAIN! 2-0! Salzburg double their advantage. Adeyemi steps up confidently and rolls it down the middle and into the net as Grbic dives to his left! { Adeyemi is shown a yellow card after excitedly running into the crowd to celebrate. { Gomes makes way for Bamba following that injury. { Lille make a triple substitution as they look to find a way back into this game. The first change sees Xeka make way for Onana in midfield. { Okafor makes way for Sesko in attack for Salzburg. { YILMAZ! 2-1! Game on as Lille pull a goal back! The visitors win a free-kick on the edge of the box, but at a tight angle. Yilmaz steps up and fizzes a powerful strike over the wall towards the near post, and it bounces just before Kohn who makes a mess of the shot. The goalkeeper attempts to push it clear, but it sneaks through his hands and into the back of the net! { Fonte is booked for a cynical trip on Aaronson. { Another change for Salzburg: Sucic is replaced by Capaldo in midfield. { Adeyemi walks off after a brilliant display punctuated by his two goals. He'll be replaced by Adamu. { Two more changes for Lille as they hunt a late equaliser. The first sees Gudmundsson swap out for Reinildo. { David is replaced by Lihadji in attack. { Bamba is booked for dissent after a foul from Ikone. { Capaldo is booked for a cynical trip on Djalo. "
https://www.goal.com/en/match/salzburg-vs-sevilla/7taj0kx4ge8xrq3pnmp1kzt3o,Salzburg vs Sevilla,Group Stage,2,1 - 0," For the second time in five minutes, Augustinsson fouls Adeyemi, and he is shown a yellow card for a blatant block near the halfway line. { Onguene has no complaints after a sloppy challenge in midfield. { GOAAALLL - SALZBURG 1-0 SEVILLA - Lift-off for Salzburg, who move one step closer to qualification as they take the lead on home soil. Matthias Jaissle's outfit carved through the Sevilla defence, with Adeyemi collecting possession on the edge of the box. After a free-flowing move, his cross picked out Okafor, who opened up his body before side-footing his shot past Bounou. { As we said in the first half, Adeyemi has looked dangerous when on the ball, and he proves his worth to the Salzburg team by creating the opening goal for Okafor. { Lopetegui wastes no time in turning to his bench as Augustinsson makes way for Mir. { Referee Slavko Vincic took his time, but he decided that the challenge on Ulmer from Jordan was worthy of a yellow card. { This is an injury that could change the game. Adeyemi limps off the pitch and he is replaced by Sesko. { Montiel's night is also over, with Rekik on in his place. { Gomez also makes his way back to the bench, with Rodriguez getting 22 minutes to catch the eye. { Ulmer is shown a yellow card, and he can have no complaints after catching Torres near the dugouts. { Lopetegui turns to his bench and makes a triple change, as Torres replaces Rakitic. { After running himself into the ground for Salzburg, Sucic is now given a rest and replaced by Capaldo. { After an altercation with Aaronson before a free-kick, Ocampos is shown a yellow card. { Goalscorer Okafor laps up the applause from the Salzburg bench as he makes way for Adamu. "
https://www.goal.com/en/match/salzburg-vs-wolfsburg/7ss8v4tg8qejy3ues1vrov6dw,Salzburg vs Wolfsburg,Group Stage,1,3 - 1," It's not surprising that the speed at which Salzburg broke forward caught Mbabu off guard, but Seiwald's quite poor throughball really should've been collected by Mbabu. The Swiss full-back will be tearing his hair out when he sees a replay of that attempted challenge. { GOOOALLLL!!! WHAT A START FOR THE HOME SIDE!!! Salzburg fly forward and Adeyemi nips in behind a dazed Mbabu, who really should have dealt with that, to easily finish beyond Casteels and put the Red Bulls 1-0 up!!! Awful Wolfsburg defending, but Adeyemi won't care as his stock rises higher and higher! { That corner from Arnold couldn't have been better placed, and the Wolfsburg captain will hope that his assist can elevate his teammates to fight for another goal. { GOOOALLLL!!! Wolfsburg equalise!!! It's a freak goal, but the away side won't care. An Arnold corner is swung right into the six-yard box, and Nmecha just ghosts in between the Salzburg defenders to head the ball into the far corner!!! 1-1, and Wolfsburg aren't just here to make up the numbers! { Arnold and Camara both stretch to win a loose ball, and the latter catches the Wolfsburg captain's trailing leg. He's given the first booking of the match for his troubles. { Sucic breaks forward for Salzburg with pace, but is fouled by Mbabu as he looks to pick a pass. Mbabu is booked as a result. { GOOOALLLL!!!! Salzburg are back in front!!! It's Okafor who capitalises on a scramble in the Wolfsburg box, reacting quicker than any of the defenders to squeeze the ball past Casteels! He makes it 2-1 to Salzburg, and Okafor really deserves that goal, he's been excellent in this match. { The yellow-carded Camara is replaced in Salzburg's first change, by the Argentinian midfielder Nicolas Capaldo. { Roussillon comes off for Wolfsburg, and Paulo Otavio takes his place. { The younger Nmecha brother, Felix, comes on for Wolfsburg in place of the largely anonymous Baku. { Wober, who picked up a knock just after Salzburg's second goal, is replaced by Bernardo. { What an introduction for Bernardo too, who did well to rise for what became a free header into the path of Okafor. Adeyemi, for all his plaudits, has played second-fiddle to his strike partner tonight, who's now got a brace. { GOOOALLLL!!! IT'S THREE!!!! Yet another poor piece of defending from Wolfsburg at the corner, at Bernardo is easily able to nod down the Sucic cross. It finds the unmarked Okafor, who has all the time in the world to finish beyond Casteels for his second!!! Surely no way back for Mark van Bommel's Wolfsburg now. { Arnold is booked for Wolfsburg, having brought down Onguene. { Sazlburg captain Ulmer is brought off by Matthias Jiassle, and is replaced by Daouda Guindo. { Adeyemi has been impressive once again, and is brought off for Chukwubuike Adamu. { Okafor, arguably tonight's man-of-the-match, is replaced by youngster Roko Simic. { Capaldo is booked for Salzburg, meaning that he'll miss the next match. "
https://www.goal.com/en/match/sevilla-vs-lille/7t1l5uqr3b4eau20hwz2eiyok,Sevilla vs Lille,Group Stage,2,1 - 2," SEVILLA TAKE THE LEAD! The hosts have a merited advantage, as Ocampos turns the ball home from close in, following a save by Grbic. Suso combined with Mir, and the latter's shot was only palmed into the path of their attacking colleague to sweep home. Sevilla 1-0 Lille! { Delaney is adjudged to have made contact with Weah in the area, and receives the game's first yellow card. { LILLE LEVEL! David dispatches the spot-kick to the left side of the goal, and despite Bounou guessing the right way, Sevilla's goalkeeper can do nothing to keep the ball out of the net. It is now 1-1! { LILLE GO IN FRONT! The visitors have certainly looked a more aggressive proposition in this second half, and after Celik gets into the area from his right-flank station, his powerful strike rattles the post and falls to the feet of Ikone, who slots home Lille's second goal. The French champions go in front! 2-1 to Lille! { Lopetegui is not hanging about here! Suso is coming off for Jordan - the first of three changes for Sevilla. { Having conceded the penalty which turned the trajectory of this game, Delaney is withdrawn for Lamela to get half an hour to change the game. { Mir has been only an intermittent presence up front for the hosts, and is now replaced by En-Nesyri. { A crude attempt at earning a penalty by simulation only gets En-Nesyri a yellow card for diving. Not the immediate impact he had in mind! { Montiel replaces the injured Navas for Sevilla. { Substitution Jesus Navas Gonzalez Gonzalo Ariel Montiel { Substitution Jesus Navas Gonzalez Gonzalo Ariel Montiel { Substitution Oliver Torres Munoz Munir El Haddadi Mohamed { Substitution Timothy Tarpeh Weah Yusuf Yazici { Substitution Timothy Tarpeh Weah Yusuf Yazici { Substitution Oliver Torres Munoz Munir El Haddadi Mohamed { Lille make a change now, as Weah is withdrawn for Yazici. { With the best part of 20 minutes still to go, Sevilla use their final substitution to bring on Munir for Torres. { Another substitution for Lille sees Onana replace Sanches in midfield. { Substitution Renato Junior Luz Sanches Amadou Zeund Georges Ba Mvom Onana { Substitution Renato Junior Luz Sanches Amadou Zeund Georges Ba Mvom Onana { Yellow Card Jonathan Bamba { Yellow Card Jonathan Bamba { For apparently time-wasting, Bamba is shown a yellow card by our no-nonsense referee. { Yellow Card Nanitamo Jonathan Ikone { Yellow Card Nanitamo Jonathan Ikone { Ikone is needlessly booked for a pull on Jordan in midfield, ruling the Lille goalscorer out of the visit of Salzburg next time out in the Champions League. { Xeka is now on for Lille, as David comes off five minutes early. { Substitution Jonathan Christian David Miguel Angelo da Silva Rocha { Substitution Jonathan Christian David Miguel Angelo da Silva Rocha { Yellow Card Benjamin Andre { For an obvious foul on Munir, a yellow card is doled out to Andre. { Yellow Card Benjamin Andre { Discipline has gone out of the window in the final stages of an otherwise fairly contested encounter, and Ocampos is the latest man to take a booking for a foul on Djalo inside the Lille area. { Yellow Card Lucas Ariel Ocampos { Yellow Card Lucas Ariel Ocampos { Xeka is shown a yellow card. { Yellow Card Miguel Angelo da Silva Rocha { Yellow Card Miguel Angelo da Silva Rocha { Yellow Card Gonzalo Ariel Montiel { Carlos is shown a yellow card. { Remarkably, Grbic is yet another player to see yellow. { Yellow Card Ivo Grbic { Yellow Card Gonzalo Ariel Montiel { Yellow Card Diego Carlos Santos Silva { Yellow Card Diego Carlos Santos Silva { Yellow Card Ivo Grbic { Montiel is now booked, as the yellow card barely stays in the referee's pocket during the denouement of this match. { Yellow Card Yusuf Yazici { Yellow Card Yusuf Yazici { In the final seconds, Yazici follows the growing list of men in the referee's fast-filling notebook. "
https://www.goal.com/en/match/sevilla-vs-salzburg/7sf7btmhiio2bkzhtmj84ivx0,Sevilla vs Salzburg,Group Stage,1,1 - 1," Carlos is also booked for his challenge on Adeyemi as the latter steps up to take the resulting spot-kick. { Wide! Adeyemi goes for the bottom-right corner, and gets the power on it - but not the angle, putting it the wrong side of the post! A huge let-off for Sevilla early on here. { Now it is Salzburg's turn to pick up a yellow card, with Seiwald booked for a scratchy challenge on Jordan. A corner follows for the hosts. { GOAL! LUKA SUCIC CONVERTS THE PENALTY FOR SALZBURG! 1-0 TO THE VISITORS! This time, a change of spot-kick taker delivers, and it is duly lofted towards the left side of the net as Bounou goes the wrong way. Sevilla have to dig themselves out of an early blow here. { En-Nesyri is booked after some confusion. Salzburg's subsequent set-piece comes to nothing too dangerous however and Sevilla are able to break back to halfway easily enough. { Sucic hits the post! That right side of the goal is not the spot for Salzburg tonight as their goalscorer fails to double from the spot and hits the woodwork instead. { GOAL! IVAN RAKITIC CONVERTS THE PENALTY FOR SEVILLA! 1-1! That ties things back up! It's textbook stuff from the Croatian, smashed into the back of the net in the bottom-left corner. A lovely hit and we're all level. { There's been a double change for the hosts too, with Lucas Ocampos on for Suso. { Jordan has meanwhile made way for Thomas Delaney for Sevilla. { Salzburg now make their first change with Wober replaced by Kamil Piatkowski. { Erik Lamela replaces Gomez in Sevilla's latest change now. { Rafa Mir replaces Rakitic now for Sevilla. { Rakitic is booked as he leaves the field too. { Chukwubuike Adamu replaces Sesko for Salzburg now. { Noah Okafor takes Adeyemi's spot for the visitors. { Seiwald makes way for Nicolas Capaldo for Salzburg. { Emotions are running high here and now Delaney is booked for a reckless challenge. { Navas is booked for his reaction to the challenge too. { Capaldo drags Navas down as the latter looks to break and is booked as tempers flare again. { Gonzalo Montiel replaces Navas in Sevilla's latest change. { More cards are flashed, with Camara getting the booking this time for a bad challenge. { Okafor follows him with a yellow card of his own for a bad foul on Fernando. "
https://www.goal.com/en/match/sevilla-vs-wolfsburg/7t4lfv2y05vdqvmhoxzfkmolw,Sevilla vs Wolfsburg,Group Stage,2,2 - 0," SEVILLA LEAD! A typically precise delivery from the left by Rakitic finds Jordan unmarked inside the six-yard area, and the midfielder nods in his first Champions League goal to give Sevilla an early 1-0 advantage. A great start for Los Rojiblancos! { With characteristic composure, Rakitic flipped in a well-weighted cross towards the centre of the Wolfsburg area, and Jordan could hardly miss. { Getting caught on the wrong side of Gerhardt deep inside the Sevilla half, Fernando clumsily brings down his opponent and receives the game's first yellow card. { Sent off in the reverse fixture earlier this season, Guilavogui finds himself booked for a poorly timed tackle on Acuna in midfield. { Though he put in an industrious shift, Gerhardt has been replaced by Philipp in the Wolfsburg midfield. { In a straight swap on the right flank, Baku is replaced by Mbabu. { Roussillon is also brought off, with Paulo Otavio his replacement for the final 15 minutes. { Vranckx has struggled to influence the game from midfield, so Lukebakio comes on in his place. { Sevilla also make a substitution up front, as Munir comes off for Rafa Mir. { Lopetegui finally makes a change, as Papu Gomez is taken off and Oliver Torres is brought on in his place. { For arguing that Jordan should be booked for time-wasting, Arnold is instead shown a yellow card by the unimpressed referee. { Sevilla decide on a third change, and goalscorer Jordan is offered a rest, allowing Delaney to come on and shore up the midfield. { A final change for Wolfsburg sees Brooks brought off for Ginczek to feature in the closing moments of the game. { Nmecha needlessly picks up a booking for handball; ruling him out of the final group game due to suspension. { Substitution Ivan Rakitic Karim Rekik { Having hobbled off with some help, Carlos is replaced by Dutch defender Rekik. { THAT'S TWO! With just seconds on the clock deep into stoppage time, Mir finds himself in acres of space inside the area and latches onto Ocampos' precision ball from the right to prod home the second goal of the game. Three points for Sevilla, they win 2-0! { With plenty of space to pick his pass, Ocampos slots the ball across the area for Mir to secure the win. "
https://www.goal.com/en/match/shakhtar-donetsk-vs-internazionale/9u4jub7s5jvvsk24cq4ddlst0,Shakhtar donetsk Vs Internazionale,Group Stage,1,0 - 0," Traore is stretchered off the field after several minutes of medical attention, with Tete coming on to replace the striker. { The second change of the pair sees Dzeko replaced up front by Correa as Inzaghi adds fresh legs to the forward line. { Inzaghi wastes no time in bringing new faces on in search of a winning goal. Holding midfielder Brozovic is the first to come off, with attacking midfielder Calhanoglu replacing him. { Inzaghi makes another like-for-like attacking change, bringing Martinez off for Sanchez. { The Shakhtar boss also replaces left-back Ismaily, bringing Kryvtsov on in his place. { De Zerbi makes a surprising substitution, replacing the lively Solomon with Mudryk for the final 12 minutes plus stoppage time. { The Inter boss also makes an offensive change, bringing Dimarco off for Perisic at left wing-back. { Inzaghi throws a fresh pair of legs on in midfield, replacing Vecino with Gagliardini for the closing stages. { Dumfries hauls Mudryk down by his shirt as the substitute scampered away from him in extremely cynical fashion and earns a deserved yellow card. { De Zerbi throws Marlos on for Patrick in midfield, still searching for a winner as the final whistle approaches. "
https://www.goal.com/en/match/shakhtar-donetsk-vs-real-madrid/9ua99hxpslkaywq8y47fdn8yc,Shakhtar donetsk Vs Real Madrid,Group Stage,1,0 - 5," And it's 1-0 to the visitors! What a slice of luck for Ancelotti's men as it's an own goal that puts them in front. A lofted throughball towards Benzema by Vazquez is inadvertently chipped into his net by Krivtsov over his keeper Trubin as he tried to clear. It's hugely fortunate for Real Madrid but they won't care. { Antonio, who just came on, is booked for a tough challenge on Casemiro. { Marlos also comes on for Tete. { Antonio is on for Solomon at the break. { Modric showed his class with a superb throughball to set up Vinicius to beat the keeper. { The visitors double their lead! It's Vinicius with the goal after a dinked effort over the keeper Trubin. It was Modric who played a superb ball into him and the Brazilian made no mistake with his finish. { It's quite brilliant from Vinicius who makes it 3-0! He does superbly to weave his way into the box and shift onto his left foot, before driving his effort into the back of the net. That is surely the goal that finishes this game off. { Benzema laid it into the feet of Vinicius whose individual brilliance has put this game surely beyond the reaches of their opponents. { Vinicius has had an excellent game tonight and it was his cross into Rodrygo that allowed his countryman to fire home. { It's another superb goal for Real Madrid! It's 4-0 to the visitors as Rodrygo smashes an effort into the roof of the net, after some excellent interplay by Benzema and the impressive Vinicius. Rodrygo's shot gave Trubin absolutely no chance. { Mendy makes way for Marcelo, with this being the Brazilian's 100th Champions League appearance. { Fernando makes way for Mudryk. { Kornienko comes on for Ismaily. { Rodrygo is off for Asensio. { Ancelotti takes off Modric for Camavinga. { Kroos is replaced by Valverde. { Patrick makes way for Stepanenko. { Vallejo comes on to replace Militao. { And there is Benzema's goal! After a brilliant performance that was only missing a goal, the French striker finally gets his name on the scoresheet as he sidefoots an Asensio cross into the back of the net to make it 5-0 to the visitors. { It was a superb delivery by Asensio to find Benzema in the box for him to finish. "
https://www.goal.com/en/match/shakhtar-donetsk-vs-sheriff/9utyowztb9u4643ap51cm9qtw,Shakhtar donetsk Vs Sheriff,Group Stage,2,1 - 1," There's an early yellow card here, after Yansane is decked deep in his own half by Fernando. { Now Addo is booked, after launching a crunching challenge. This is a pretty edgy encounter so far. { Kryvtsov does some hard work there, but if anything, it's perhaps a little too easy. Sheriff absolutely switched off. { GOAL! FERNANDO PUTS SHAKHTAR DONETSK ON TOP! 1-0! Talk about a scrappy finish! The forward finishes off after Kryvtsov sticks the ball through for him, cutting up two defenders and then slipping as he pokes a finish under a hapless Athanasiadis! { Boban Nikolov replaces Dimitris Kolovos in Sheriff's first change of the game. { Tete replaces Heorhii Sudakov in Shakhtar Donetsk's first change of the game. { Mykhailo Mudryk replaces Fernando in Shakhtar Donetsk's second change of the game. { Maycon replaces Artem Bondarenko in Shakhtar Donetsk's third change of the game. { Ismaily replaces Viktor Korniienko in Shakhtar Donetsk's fourth change of the game. { Mudryk puts in an industrial challenge and is duly booked. Both sides are looking a little bit fraught. { Dulanto cleans out Antonio and becomes the latest man to be booked in this contest. { Oleksiy Shevchenko replaces Andriy Pyatov in Shakhtar Donetsk's fifth change of the game, with the goalkeeper coming on for some very rare minutes. { GOAL! BOBAN NIKOLOV SAVES IT FOR SHERIFF! 1-1! At the last gasp, the visitors have an equaliser! It's a gut punch for Shakhtar Donetsk and replacement goalkeeper Shevchenko, the finish squeezed under his slow dive, but the close six-yard tap is a powerful one still. The hosts will end their Champions League campaign winless! "
https://www.goal.com/en/match/sheriff-vs-internazionale/9uir0gj9wjm4nk7ewaq6cmu50,Sheriff vs Internazionale,Group Stage,2,1 - 3," Addo is the first player to be booked after fouling Martinez on the edge of the box. { Inter right-back Darmian is booked for a poor challenge. { Inzaghi is clearly unhappy with his team's first-half display as Darmian is replaced by Dumfries at the break. { Cristiano makes another crucial interception; sadly for Sheriff, it is illegal, and he brings down Dumfries, and he picks up a card in the process. { GOAAALLLL - SHERIFF 0-1 INTER - Inzaghi's side finally break the deadlock, and Vidal and Brozovic combine in devastating fashion. The Chile international teed up his fellow midfielder on the edge of the box, and Brozovic did the rest. First, he beat two players before smashing the ball into the bottom corner past Athanasiadis, and it is no more than Inter deserve. { That was superb vision from Vidal, who could have gone for goal himself, but he picked out Brozovic, who was the better option. { Kolovos is carded after a poor challenge, joining team-mate Cristiano in the book. { Radeljic makes his third appearance in the Champions League from the bench as he replaces Addo. { Costanza makes a poor challenge and he is now booked as a result. { Inzaghi freshens up his midfield, with playmaker Perisic on in place of Dimarco. { GOAAALLLL - SHERIFF 0-2 INTER - Inzaghi's side score their second goal at the third attempt from a corner. De Vrij's original header was saved by Athanasiadis, who then got up off the ground to deny Skriniar's rebounded effort. However, the ball then fell straight back to him, and the defender kept his cool to fire home from close range. { Seconds after scoring, Skriniar is brought back down to earth as he is booked, after bringing down Castaneda on the halfway line. { Another change for Sheriff as Kolovos makes way for Bruno. { Sanchez is also introduced, with Martinez making way with eight minutes remaining. { Inzaghi seems to be protecting his front two from injury, with Dzeko replaced by Correa. { Yakhshiboev has been quiet tonight for Sheriff and he is now replaced by Julien. { What a night for Brozovic as he now has one goal and one assist to his name after Sanchez's strike. { WHAT AN IMPACT - SHERIFF 0-3 INTER - Within 30 seconds of coming off the bench, Sanchez makes it three-nil as he scores his first goal of the season. That should be game set and match in Moldova, with Sanchez collecting Brozovic's pass before smashing his shot past Athanasiadis. { More changes for Inter as Ranocchia steps into defence in place of De Vrij. { As usual, Thill has been Sheriff's most creative player, and he gets his reward with an assist in stoppage time. { GOAAAALLL - SHERIFF 1-3 INTER - The visitors lose their clean sheet at the death as Traore heads into the far corner to give the home fans something to smile about. Thill's curling ball in was superb, and Traore climbed high at the near post to head past Handanovic. "
https://www.goal.com/en/match/sheriff-vs-real-madrid/9uolgzxji8kwzvef1aly68zys,Sheriff vs Real Madrid,Group Stage,2,0 - 3," Yellow Card Ferland Mendy { Costanza's shown a yellow card for that tackle on Casemiro. Madrid will get the chance to test Athanasiadis from this free-kick. { GOAL! SHERIFF 0-1 REAL MADRID! Alaba steps up and swishes his left foot to send the free-kick flying past Athanasiadis into the centre of the net. It comes at the Sheriff keeper too quickly for him to get a hand to it. { GOAL! SHERIFF 0-2 REAL MADRID! Kroos doubles Madrid's lead with a fantastic strike! The German receives Rodrygo's pass and smashes the ball towards goal from outside the box. It rebounds off the crossbar and straight down into the net. It just crosses the line. { Rodrygo claims the assist but take nothing away from Kroos' strike. That was as pure as they come. Sheriff restart play but the half-time whistle blows shortly after. { GOAL! SHERIFF 0-3 REAL MADRID! Madrid are cruising to victory. Benzema receives a pass from Mendy and slots into the bottom left corner from the edge of the box. { Mendy had too much time on the ball there and he has made Sheriff pay. It's clear that there'll be no upset on this occasion. { Sheriff decide that changes are needed. Bruno goes off first. Their Trinidian left-sided player Julien comes on. { Castaneda is next to make way. Sheriff's Guinean centre-forward Yansane comes on. { Kolovos is last to head off for now after an ineffectual hour. Nikolov is Sheriff's third introduction to the game. { Madrid make their first change of the game. Marcelo replaces Mendy at left-back. { Carvajal heads off in the latest of Madrid's like-for-like changes. Vazquez replaces him. { Nacho takes Alaba's place at centre-back for Madrid. It's a shame for the Austrian who scored Madrid's opening goal. { Traore heads down the tunnel, assisted by two physios. The Moldovan midfielder Cojocaru comes on for Sheriff. { Rodrygo's game is over after a decent outing for Madrid. Asensio is his replacement. { Casemiro also goes off. Blanco will get to enjoy the last few minutes of this match. "
https://www.goal.com/en/match/sheriff-vs-shakhtar-donetsk/9txpse03md83ter5g0vn58d90,Sheriff vs Shakhtar Donetsk,Group Stage,1,2 - 0," GOALLLLLLLLLLLLLLLLLLL!!!!! TRAORE SCORES SHERIFF'S FIRST CHAMPIONS LEAGUE GOAL!!!!! 1-0!!!!! The home side take the lead as Traore finds the back of the net. Cristiano wins possession down the left flank and lays a cross into the box. Traore takes his strike first time blasting a left-footed volley past Pyatov into the top-left corner. What a start for the Moldovan outfit. { Cristiano wins a challenge down the left flank and bursts down the left flank before finding Traore with a precise offload. The forward does the rest with a composed finish. { Thill loses possession and it allows Tete to gather the loose ball in the final third. Dulanto takes one for the team by wiping out the forward before he can threaten. The Sheriff defender goes into the book. { Tete is withdrawn at the break by the visitors and is replaced by Marlos. { Yansane makes his way on to the pitch to replace Kolovos. { Cristiano raids down the left flank and delivers a perfect cross for Yansane to head past Pyatov. { GOALLLLLLLLLLLLLLLLLLLLL!!!!!! SHERIFF SCORE AGAINST THE RUN OF PLAY!!! YANSANE HEADS HOME!!!!! 2-0!!!! The home side double their advantage, stunning Shakhtar on the counter as Yansane rises to head an effort into the back of the net. Cristiano finds space down the left flank and delivers a perfect cross into the box. Yansane is left unmarked and he directs his header away from Pyatov into the top-left corner with precision. { Alan Patrick enters the action to replace Antonio in the middle of the park. { Mudryk replaces Fernando in the final third for the visitors. { Sheriff withdraw Yakhshiboev from the final third as Bruno comes on to the field to replace the forward. { Nikolov replaces Castanedo for the home side to shore up the midfield. { Radeljic comes on to the field for the closing stages to replace the tiring legs of Addo. "
https://www.goal.com/en/match/sporting-cp-vs-ajax/2vcs9w89lmrhs1bf2w745apsk,Sporting cp Vs Ajax,Group Stage,1,1 - 5," GOAAAALLLLL!!! SPORTING 0-1 AJAX - What a start from Ajax as they open the scoring inside two minutes. Antony came desperately close to scoring as his shot took a deflection onto the post. Sporting keeper Adan was out of position as a result, but Haller was on hand to pounce, and the ball trickled back into his path, allowing him to stoop and head home. VAR checked for offside, but the goal is given. { GOAAAALLLL!!! SPORTING 0-2 AJAX - Haller is at it again, and he has Antony to thank for the second time in eight minutes. The Ajax winger picked up possession and charged into the box before glancing to his left. Rather than go for goal, Antony played Haller in for a simple tap in and the former West Ham frontman slides in to double Ajax's lead. Incredible start from Ten Hag's side! { Antony showed superb awareness on that occasion to look for Haller, and he put his team first rather than go for goal himself. { Esgaio gets the chance to impress from the bench as Inacio makes way due to injury. { GOAAALLL - SPORTING 1-2 AJAX - A shocking error from Pasveer has given Sporting a lifeline as Paulinho gets himself on the scoresheet. The Sporting striker made his way into the box while under pressure, and rather than turn to retain possession; he decided to go for goal. Despite failing to generate any power on his strike, the ball trickles under Pasveer's body and into the empty net. { Matheus claims the assist after his throughball set Paulinho on his way, but he can consider himself fortunate after that howler from Pasveer. { Gravenberch had been pretty quiet before that goal, but his contribution was crucial as his pass allowed Berghuis to steam into the area. { GOAAAALL - SPORTING 1-3 AJAX - The Dutch side carve open Sporting's defence and restore their two-goal cushion. Antony, Gravenberch and Berghuis were all involved, and it is the latter that fired home. After receiving the ball on the edge of the box from Antony, Gravenberch turned his marker and slipped Berghuis through on goal, and the midfielder did the rest as he fired his shot into the bottom corner. { Palhinha is the first player to be booked after a powerful challenge on Antony. The referee stormed across the pitch to hand out the card, and at first, it looked like it could be a red. { Two changes for Sporting at the break - the first sees Reis replace Vinagre. { Cabral also makes way, with Sarabia coming on in his place. { Timber is the second player to be carded after a miss-timed challenge near the halfway line. { Alvarez is shown a yellow card after a strong challenge on Paulinho. { HALLER HAT-TRICK - SPORTING 1-4 AJAX - Haller will be taking the match ball home with him after another fine counter-attack from Ajax. Just moments after Sporting had a goal disallowed, Ajax carved them open as Antony's pass with the outside of his foot picked out Haller. Yet again, the striker was in the right place at the right time, and he did the rest as he flicked the ball into the net. { Antony gets his second official assist of the night, and he also played a huge part in the opening goal. Haller will get all the plaudits, but Antony has been deadly for Ajax. { Santos' night is over, with Tomas making his way onto the field. { HALLER HAS FOUR!!!! SPORTING 1-5 AJAX - Haller take a bow! The Ajax frontman takes his tally to four for the night, and he continues to make every single finish look incredibly easy. This time it was Mazraoui's turn to be the provider, and his powerful throughball picked out Haller. The Ivory Coast international turned his marker and waited for Adan to commit himself before placing the ball into the corner of the goal. { Mazraoui has been relatively quiet tonight, but that is some way to make an impact as he gets an assist thanks to a superb pass. { Ten Hag also freshens up his midfield, with Rensch replacing Mazraoui. { Antony's night is over, and he deserves every cheer he's getting from the away fans thanks to his two assists. On comes Neres for the final 20 minutes. { Ten Hag comes to the edge of the touchline to shake Berghuis' hand as he makes way for Taylor. { Amorim also makes another change as Paulinho is replaced by Braganca. { Ten Hag continues to protect his big guns, with Blind replaced by Schuurs. { Feddal joins the likes of Palhinha, Timber and Alvarez in the referee's book after a sloppy challenge on the latter. Alvarez poked the ball away from the Sporting defender, and he did not take too kindly to that and produced a crunching challenge as a result. { Tomas joins Feddal in the book for dissent. { Cards galore at the minute as Martinez is booked for a poor challenge. "
https://www.goal.com/en/match/sporting-cp-vs-besiktas/2vxc6btnzwi53fa1jxhntbx90,Sporting cp Vs Besiktas,Group Stage,2,4 - 0," Porro, who may have suffered from an earlier challenge with Larin, hobbles off after just 17 minutes and Esgaio is sent on in his place. { GOOOOOAL! 1-0 SPORTING! Pote, who won the penalty after being bundled over by Yilmaz, converts the spot-kick as sends Destanoglu the wrong way and slots into the bottom-left corner. { GOOOOOOAL! 2-0 SPORTING! Pote collects his second of the game as he twists and turns past Yilmaz before curling a right-footed strike into the top-right corner following Matheus' short offload. { Matheus plays the simplest of passes to release Pote, who dances one way and then the other before firing past Destanoglu. { GOOOOOALL! 3-0 SPORTING! Paulinho has been causing problems all game for the visitors and he finally gets his reward. The forward cuts in from the right-hand side before drilling low with his left foot from 25 yards out and finds the bottom-right corner. { Esgaio clips a straightforward pass into the right-hand channel for Paulinho, who does the rest as he drifts inwards and fires into the net from range. { Yalcin throws on attacker Teixeira for centre-back Montero as he attempts to reduce the hosts' three-goal lead. { Larin also goes into the book for arguing with the referee. { Souza clatters into Paulinho in the middle and then disagrees with the referee's decision to give a free-kick. Unsurprisingly, the away side's midfielder goes into the book. { GOOOOOOAL! 4-0 SPORTING! Sarabia gets in on the act as he turns home with into an empty net from near the penalty spot. Reis' initial run causes chaos at the back for the visitors and Welinton can only clear as far as the loanee, who pokes into the back of the net with his right foot with Destanoglu on the floor. { Matheus makes way as Amorim sends on Braganca in midfield. { The Sporting head coach also brings on Santos for Paulinho. { Larin also makes way for Bozdogan. { Hutchinson is the next man to make way for Yalcin's men as Ucan comes on in the middle of the park. { The two-goal hero Pote also wanders off the pitch and Cabral takes his place. { Former Wolves man Vinagre comes on at wing-back for Reis. { Ghezzal is hauled off by Yalcin and Tore takes his place on the right-hand side. { Bozdogan, who appeared to be struggling after a tackle from Palhinha, is replaced by Ozyakup after only coming on in the 61st minute. "
